Title,Release Date,Anime Type,Episode Count,Genres,Summary
Aguu: Tensai Ningyou,"10.07.2018 - 25.09.2018
				","('TV Series',)",12 eps,"['action', 'contemporary fantasy', 'manhua']","Ai is an ordinary girl, and a dancer. Her friend Machi is also a dancer, but Machi is a genius. Watching Machi's talent often makes Ai feel down. But one day, Ai finds out Machi's secret: the existence of the Aguu, palm-size entities who grant genius talent upon those who hold them. In order to save Machi, who has become a ""Seamstress"" who makes Aguu, Ai becomes a ""Savior."" The Saviors are a group of people who have fought the Seamstresses for generations.Source: ANN
"
Aharen-san wa Hakarenai,"02.04.2022 - 18.06.2022
				","('TV Series',)",12 eps,"['high school', 'manga', 'school life', 'shounen']","* Based on a romantic comedy school manga by Mizu Asato.The teen romantic comedy follows the ""indecipherable"" daily life of the short and quiet Aharen Reina and Raidou who sits next to her. Aharen is not so good at gauging the distance between people (or personal boundaries), and Raidou initially felt some distance between the two of them. One day, when Raidou picked up the eraser that Aharen had dropped, the distance between them suddenly became uncomfortably close.Source: ANN
"
Aharen-san wa Hakarenai Season 2,"??.04.2025 - ?
				","('TV Series\n\t\t\t\t',)",TV Series,[],"* Based on a romantic comedy school manga by Mizu Asato.
				"
Ahiru no Ko,"??.09.1932
				","('Movie',)",1 ep,[],No summary available.
Ahiru no Otegara,"??.??.1931
				","('Movie',)",1 ep,['short movie'],"A duckling tries to save the animals when a storm hits their farm. Short film from the 1930s.
				"
Ahiru no Pekkle no Ahiru no Drakestail,"?
				","('OVA',)",1 ep,[],No summary available.
Ahiru no Pekkle no Aladdin to Mahou no Lamp,"21.09.1993
				","('OVA',)",1 ep,[],No summary available.
Ahiru no Pekkle no Hihou o Sagase,"21.04.1993
				","('OVA',)",1 ep,[],No summary available.
Ahiru no Pekkle no Minikui Ahiru no Ko,"?
				","('OVA',)",1 ep,['novel'],No summary available.
Ahiru no Pekkle no Sindbad no Bouken,"21.10.1993
				","('OVA',)",1 ep,[],No summary available.
Ahiru no Pekkle no Suieitaikai wa Oosawagi,"21.03.1993
				","('OVA',)",1 ep,"['anthropomorphism', 'kodomo']",No summary available.
Ahiru no Sora,"02.10.2019 - 30.09.2020
				","('TV Series',)",50 eps,"['basketball', 'manga', 'shounen', 'sports']","* Based on a shounen basketball manga written by Hinata Takeshi.Kurumatani Sora made a promise to his mother, ""I will dominate my first high school tournament"". But as he joins the basketball club after entering Kuzuryuu High School, he finds out that it's become a stomping ground for delinquents. A place where everything but basketball is done, but with Sora's genuine zeal for basketball, things begin to stir.Source: Wikipedia
"
Ahiru Rikusentai,"??.??.1940
				","('Movie',)",1 ep,['short movie'],"Ducks get into a conflict with frogs and start a war.Source: MAL
"
Aho Girl,"04.07.2017 - 19.09.2017
				","('TV Series',)",12 eps,"['4-koma manga', 'comedy', 'half-length episodes', 'manga', 'shounen']","* Base on the 4-koma slice of life comedy shounen manga series written and illustrated by Hiroyuki.Yoshiko is a genuinely stupid girl (she can even manage to get all 0's on multiple choice tests). She hangs out at school with her childhood friend, who she claims to like, and he has to put up with all her ridiculous behavior!Source: M-U
"
Ai,"??.??.1963
				","('Movie',)",1 ep,['short movie'],"Short animation by Kuri Youji.""A corrosive comment on romantic love by the brilliant Japanese animator Yoji Kuri; a bedraggled male is chased endlessly in alienated landscapes by a voracious female continually repeating the word 'Ai' ('love', in Japanese). Her attempts at domesticating him with a chain fail; but the chase continues, forever.""Description from Film as Subversive Art (1976), by Amos VogelMore information on Kuri at:http://www.pelleas.net/aniTOP/index.php?p=118&more=1&c=1&tb=1&pb=1Date of first screening unknown, but in 1963.
				"
Ai City,"26.07.1986
				","('Movie',)",1 ep,"['dystopia', 'human enhancement', 'manga', 'science fiction', 'seinen', 'super power']","Sometime in the future, Kei and Ai are running for their lives. Ai is a little girl, who holds a terrible secret which could destroy the world populated by Headmeters — people who have psychic powers and their strength is shown on their forehead when they fight. Kei on the other hand was an experimental subject and his strength never went above level 5 while others surpassed his ability effortlessly. However, in desperate moments, Kei can infinitely increase his ability when protecting Ai.The leader of the pursuers, hounding Ai, has a dark secret and is aided by a small dwarf-like man in a robotic suit. When Ai is eventually captured, Kei, a detective and another Headmeter must rescue her and ""save"" the secret which she holds.But what is this secret? And who is Ai really?
				"
Ai Dattanda yo,"??.08.1998
				","('Music Video',)",1 ep,['daily life'],No summary available.
Ai Mai Mii: Surgical Friends,"03.01.2017 - 21.03.2017
				","('TV Series',)",12 eps,"['4-koma manga', 'comedy', 'manga', 'seinen', 'short episodes']","Ai, Mai, and Mii belong to the manga research club and have fought off alien invaders as well as rivals in tournaments. But as usual, Ai's the only one actually drawing any manga...Source: crunchyroll
"
Ai Mai! Moe Can Change!,"25.05.2012
				","('OVA',)",1 ep,"['android', 'game', 'mecha', 'science fiction']","The AMB Company is a leading electronics manufacturer. Their latest idea is an alternative to animal therapy; moe therapy, using bishojo androids. And the Navi Girls Kiyan Chie and Moegi Anna are involved in AMB's public relations work, during this exciting time.~ translated and adapted from official site by Cranston
"
Ai Monogatari: 9 Love Stories,"02.04.1993
				","('OVA',)",1 ep,"['daily life', 'novel', 'romance', 'seinen']","An OVA based on the work of Kawaguchi Kaiji consisting of nine independent stories, each animated by a different director. With Beatles music involved, somewhere.More info:http://www.kojimorimoto.net/fr/divers_ai_load.htm (french)
				"
Ai ni Iku no.,"??.08.1998
				","('Music Video',)",1 ep,[],No summary available.
Ai no Gakkou Cuore Monogatari,"03.04.1981 - 25.09.1981
				","('TV Series',)",26 eps,"['coming of age', 'daily life', 'historical', 'mina', 'novel', 'school life']","Enrico Pocchini is a kind-hearted schoolboy with a strong sense of justice who lives in the Italian town of Torino. As a new term starts, he loses his beloved teacher, Miss Delacci, who is replaced by the stern Sr. Pelboni.Eventually, the boys in Enrico's class come to respect Sr. Pelboni, and learn about love, life and human kindness.
				"
AI no Idenshi,"08.07.2023 - 30.09.2023
				","('TV Series',)",12 eps,['manga'],"* Based on a science fiction drama manga by Yamada Kyuuri.The story is set in the near future, when nearly 10% of the population are ""humanoids"" — human-like robotic artificial life. Humanoids are accepted as a matter of fact in society, yet they suffer from their own problems and sicknesses. The main character, Sudou Hikaru, is a doctor specializing on humanoids.Source: ANN
"
Ai no Kiseki: Doctor Norman Monogatari,"24.12.1982
				","('TV Special',)",1 ep,[],No summary available.
Ai no Kusabi,"01.08.1992 - 01.05.1994
				","('OVA',)",2 eps,"['angst', 'novel', 'science fiction', 'sex', 'shounen ai']","* Based on the novel with same name written by Yoshihara Rieko.The story combines science fiction, aestheticism and yaoi. Ai no Kusabi focuses on the love and conflict between 3 main characters, Iason Mink, Riki and Guy. The background takes place in a future computer-controlled society on the planet of Amoy and focuses on Riki, a resident of the Ceres slums. In the capital city of Tanagura where the elite class is divided into different ranks that are based on their hair colours, elites are allowed to keep slaves as pets to perform sexual acts for their voyeurism entertainment and are forbidden to interact sexually with them. Iason, the highest of elites, has forced Riki to become his pet and is obsessed with keeping Riki for himself. Riki keeps this secret of his former lover, Guy. Riki is unsure of whether he should continue to resist Iason or surrender to him.Source: AnimeNfoNote: The story ran as series on a famous Japanese shounen ai magazine, Shousetsu June (No. 22 December 1986 to No. 27 October 1987). The story then was slightly reedited by the author and has been published as a hard-cover book since 1990.
"
Ai no Kusabi (2012),"18.01.2012 - 18.04.2012
				","('OVA',)",4 eps,"['josei', 'novel', 'science fiction', 'shounen ai']","The story is set in the future on the planet named Amoi which is controlled by a supercomputer named Jupiter. Among the mostly male human population, the blond-haired elite class is allowed to temporarily keep slaves as luxury pets. One elite member, Iason, encounters a lower class slum mongrel named Riki and decides to forcibly take him as a pet which is unusual and taboo in elite society. However, Iason keeps Riki longer than it is socially approved, and rumors abound about their possible relationship.
				"
Ai no Senshi Rainbowman,"10.10.1982 - 27.03.1983
				","('TV Series',)",22 eps,['piloted robot'],"In the mountains of India, a man named Takeshi Yamato gains the abilities of the legendary Rainbow Warrior, allowing him to transform into Rainbowman. With this power, he has to stop aliens from invading the earth.
				"
Ai no Tabidachi,"??.12.1989
				","('Music Video',)",1 ep,[],No summary available.
Ai no Utagoe o Kikasete,"29.10.2021
				","('Movie',)",1 ep,"['android', 'mecha', 'new', 'science fiction']","When the beautiful and mysterious Shion transfers to Keibu High School, she quickly becomes popular for her open-hearted personality and exceptional athletic talent… but she turns out to be an AI in the testing phase!Shion’s goal is to bring chronic loner Satomi ""happiness"". But her strategy is something no human would expect: she serenades Satomi in the middle of the classroom.After finding out that Shion is an AI, Satomi and her childhood friend, engineering geek Touma, steadily warm up to the new student. Along with the popular and attractive Gocchan, the strong-willed Aya, and judo club member ""Thunder"", they become more and more moved by Shion’s singing voice and earnestness even as her antics bewilder them. But what Shion does for Satomi’s sake ends up involving them all in some serious pandemonium…Source: Funimation
"
Ai no Wakakusa Monogatari,"11.01.1987 - 27.12.1987
				","('TV Series',)",48 eps,"['daily life', 'historical', 'novel']","Meg, faithful and gentle, Jo, independent and energetic, Beth, quiet and shy, Amy, amiable and precocious - the four sisters live vigorously and happily at home with their gentle mother while waiting for their father to return from the Civil War. Helping each other, they challenge their fates and grow up to become wonderful women.Source: AnimeNfo
"
Ai no Wakakusa Yama Monogatari,"01.08.1999 - 01.10.1999
				","('TV Series',)",12 eps,"['comedy', 'short episodes']","The comic story of Shizuka, the eldest daughter, who lives at home, showing no signs of getting married; her mother, who is both annoyed with Shizuka, and at the same time concerned about her window of eligibility; her sister Ikumi, with whom she gets along, even though they fight; and her father, who feels henpecked in this all-female household.The strange incidents that happen with this family, which otherwise seems completely ordinary, will make you laugh out loud. The original manga is currently serialised in Takeshobo's Manga Club.Note: The title is a pun on the long running Nippon Animation version of Ai no Wakakusa Monogatari (Little Women).
"
Ai o Kite,"02.02.2021
				","('Music Video',)",1 ep,[],No summary available.
Ai o Komete,"08.04.2015
				","('Web',)",1 ep,"['new', 'short movie']","At the start of summer vacation, a young girl comes home from elementary school, bringing home with her some cherry tomatoes that she lovingly raised. Is this the start of the girl's and the tomatoes' happy days together?
				"
Ai Shoujo Pollyanna Story,"05.01.1986 - 28.12.1986
				","('TV Series',)",51 eps,"['daily life', 'historical', 'mina', 'novel', 'tragedy']","* Based on the 1913 classic children's novel Pollyanna by Eleanor Hodgman Porter.Pollyanna is an active and cheerful American girl. After her father dies, she moves from a little town in the Midwest to the East, where her aunt lives. She is Pollyanna's only living relative, but is a very cold and self-centered woman. Despite her adverse circumstances, Pollyanna is always positive and brings happiness to everyone around her.Source: AnimeNfo
"
Ai Sky Tree 21,"30.08.2012
				","('Music Video',)",1 ep,[],"Short anime by Rapparu mixing animation with still real life pictures.
				"
Ai Tenchi Muyou!,"06.10.2014 - 26.12.2014
				","('TV Series',)",50 eps,"['new', 'school life', 'short episodes']","In order to save the world from the side effects of Washuu's latest experiments, Masaki Tenchi goes undercover as a teacher. He is immediately swept up in a conflict between the student council and the science club, who each have a member that is key to Tenchi's mission.Source: ANN
"
Ai Tenshi Densetsu Wedding Peach,"05.04.1995 - 27.03.1996
				","('TV Series',)",51 eps,"['comedy', 'demon', 'magic', 'magical girl', 'romance', 'shoujo']","Love is on the run as the deliciously wicked Lady Raindevila conspires to rid the world of romance and love! However, armed with a mysterious ruby ring left by her mother, the unsuspecting Momoko finds herself caught in the middle of this cosmic battle. She's cute, she's sassy, and she's full of love! But will it be enough?
				"
Ai Tenshi Densetsu Wedding Peach DX,"24.12.1996 - 25.07.1997
				","('OVA',)",4 eps,"['angel', 'comedy', 'magic', 'magical girl', 'romance', 'shoujo']","Two years after the battle with Reine Devila, life for the four Ai Tenshi continues in a different season: Wedding Peach — summer, Angel Salvia — autumn, Angel Daisy — winter, and Angel Lily — spring.Note: These four OVAs were uniquely designed and scripted, and the art style had been changed slightly from the original series as well. Also note that the Ai Tenshi are in no way related to each other, except for some indication of previous OVAs by Hinagiku and Yuri.Source: members.tripod.com/~momoko_
"
"Ai think so,","25.09.2009
				","('Music Video',)",1 ep,[],"Music video for DECO*27's song ""Ai think so,"".
				"
Ai to Ken no Camelot: Mangaka Marina Time Slip Jiken,"25.08.1990
				","('Movie',)",1 ep,"['adventure', 'bishounen', 'fantasy', 'reverse harem', 'shoujo']","* Based more or less loosely on the Mangaka Marina novels for teenage girls by Fujimoto Hitomi.Marina meets beautiful boys in a SF Fantasy based in Medieval England.Source: http://webplus.anime.in4mation.org.uk/ovadb/ova_detail.php?ID=324
"
Ai to Shi,"30.03.2013
				","('Other',)",1 ep,[],"Director Wataru Uekusa's work for NHK's Educational Television channel. The Techne Tri corner teaches watchers certain features of animation, this video was a part of his rotoscoping lesson.Source: MAL
"
Ai to Yuuki no Pig Girl Tonde Buurin,"03.09.1994 - 26.08.1995
				","('TV Series',)",51 eps,"['comedy', 'magic', 'manga', 'middle school', 'school life', 'shoujo']","On the way to school, Kokubu Karin, a junior-high school student, finds a piglet too hungry to move, so she feeds it. This pig is actually Prince Tonrariano III from planet Booringo. He gives Karin a transformation kit, consisting of a piggy nose, to reward her kindness. Karin puts on the nose and says the magical words that Tonrariano III taught her, to transform into the mighty flying super-pig, Buurin! But Karin is not happy to be a pig. Tonrariano III discusses the predicament with his father the King, who promises Karin that she can become her ideal super-heroine if she collects 100 pearls, which will be given to her one by one each time Buurin helps somebody.And so Buurin, the mysterious super-pig, appears from out of nowhere when people are in trouble, and helps them. Although everyone is curious of the pig's origins, nobody knows that Buurin is actually Karin... much to her relief.Source: AnimeNfo
"
Ai wa Kat-Tun,"13.01.2012
				","('Other',)",5 eps,[],"The mobile content developer MTI released a series of mobile phone anime shorts inspired by the all-male musical group KAT-TUN. Animated versions of the singers Kamenashi Kazuya, Taguchi Junnosuke, Tanaka Kouki, Ueda Tatsuya, and Nakamaru Yuuichi appear in unintentionally romantic situations with their younger sister. Each of the mobile anime series five 50-second episodes highlights one KAT-TUN performer.Source: ANN
"
Ai yori Aoshi,"11.04.2002 - 26.09.2002
				","('TV Series',)",24 eps,"['comedy', 'daily life', 'harem', 'manga', 'romance', 'school life', 'seinen', 'sudden girlfriend appearance', 'university']","Hanabishi Kaoru is a junior in college, living out an ordinary life of studying and friends. One day, he meets Sakuraba Aoi, an old almost forgotten friend, to whom he is apparently engaged. Together, the two rediscover aspects of their pasts that they had tried to forget while setting out in their lives with one another. Unfortunately, there are a lot of unwanted guests who keep interfering with their romance.
				"
Ai yori Aoshi: Enishi,"13.10.2003 - 29.12.2003
				","('TV Series',)",12 eps,"['daily life', 'harem', 'manga', 'romance', 'seinen']","A year later... Now that schoolgirl Chika lives at the Sakuraba residence, things have become livelier than ever. Tina is depressed, because she has to go back to the US, and Hanabishi Kaoru begins to seriously think about his future with Aoi...Source: AnimeNfo
"
Ai Zai Xiyuan Qian,"13.07.2019 - 28.09.2019
				","('Web',)",12 eps,[],"Some aliens come to the Earth and one of them, become Babilonia's King, building the Babel Tower in order to come back to his world. But, due to technical failures his spaceship explodes, killing the main female character. The male lead and his troop stay in the Earth to find a way to come back. The female main character reincarnates 2500 years ago and met with him one more time. Then, what will happen now?(Source: tvtime.com)
"
Ai Zai Xiyuan Qian Di 2 Ji,"14.02.2021 - 09.05.2021
				","('Web',)",16 eps,[],"Business wizard Luo Yuchen holds the most powerful concert on earth, and his best buddy, the popular love interest Chu Qi, makes an appearance; the time is near for the space-time flare stone, and the time for the two alien navigators to take the spaceship is imminent! After 3,000 years of failures and displacements, will Chu Qi stop this time for this girl, Li Muzi, with whom he has been entangled in love for 10 lifetimes? The mysterious compatriots are once again secretly killing each other, and the fog gradually unravels under the menace ......source: bgm.tv/DeepL.com
"
Aigan Kaijuu,"07.10.2018 - 22.09.2019
				","('TV Series',)",50 eps,['short episodes'],No summary available.
Aika,"25.04.1997 - 25.04.1999
				","('OVA',)",7 eps,"['action', 'bounty hunter', 'ecchi', 'gunfights', 'new', 'pantsu', 'power suit', 'science fiction', 'seinen']","A catastrophic earthquake has left Tokyo, and most of Earth for that matter, under sea level. Aika is a salvager who retrieves various remains from the watery ruins. When Aika accepts the dangerous mission to locate and retrieve the mysterious Lagu, she discovers that other dangerous parties are also interested.Source: ANN
"
